tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,company_reply_tweet_id,company,clean_text,cluster_id,keyword_label_x,top_keywords_x,cluster_size_x,keyword_label_y,top_keywords_y,cluster_size_y
691053,285131,True,Thu Oct 05 21:12:00 +0000 2017,"@AirbnbHelp I was asked to cancel a reserv by host.  When I did, I was not refunded my service fee.  Pls help - no phone on yr website.",691052,,691052,AirbnbHelp,"i was asked to cancel a reserv by host. when i did, i was not refunded my service fee. pls help - no phone on yr website.",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2582721,731346,True,Thu Nov 16 22:34:16 +0000 2017,@AirbnbHelp HELP URGENT - You've locked me out of my account and I'm with my 77 year old mum in a cafe at 10pm -,2582720,,2582720,AirbnbHelp,help urgent - you've locked me out of my account and i'm with my 77 year old mum in a cafe at 10pm -,3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
2354878,680355,True,Sun Nov 12 14:22:36 +0000 2017,My airbnb guests were robbed at gunpoint at my apartment. I feel overwhelming guilt and i feel sick to my stomach,2354877,,2354877,AirbnbHelp,my airbnb guests were robbed at gunpoint at my apartment. i feel overwhelming guilt and i feel sick to my stomach,2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2650112,747508,True,Sun Nov 19 04:54:42 +0000 2017,@AirbnbHelp We just lost over $400 because of an error by Airbnb CS staff.  Please get someone who can fix this problem in a supervisor position!  Thank you!,2650111,,2650111,AirbnbHelp,we just lost over $400 because of an error by airbnb cs staff. please get someone who can fix this problem in a supervisor position! thank you!,6,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,didn / time / extenuating,"['didn', 'time', 'extenuating', 'asked', 'making', 'lost']",3.0
1998604,590946,True,Fri Nov 03 19:15:24 +0000 2017,say what??  @115783 can cancel your reservation day of... #ugh.  talk about #theinconvenienttruth,1998603,,1998603,AirbnbHelp,say what? can cancel your reservation day of. #ugh. talk about #theinconvenienttruth,1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2471544,706859,True,Wed Oct 25 08:33:44 +0000 2017,"@115783 I'm trying to get in touch but locked out of my account, only way to get in touch is to verify but your asking me for old details???",2471543,,2471543,AirbnbHelp,"i'm trying to get in touch but locked out of my account, only way to get in touch is to verify but your asking me for old details?",3,,,,ive / dm / reply,"['ive', 'dm', 'reply', 'account', 'way', 'number']",7.0
2454273,703076,True,Sat Nov 11 18:47:26 +0000 2017,"@115783 Experience with @115783 for long-awaited family trip is dismal. @115783 needs policy to make guest completely whole when lower-priced reservation is cancelled, forcing higher price options! Would never happen with hotel system. Mad and disappointed!",2454272,,2454272,AirbnbHelp,"experience with for long-awaited family trip is dismal. needs policy to make guest completely whole when lower-priced reservation is cancelled, forcing higher price options! would never happen with hotel system. mad and disappointed!",1,,,,reservation / guest / booking,"['reservation', 'guest', 'booking', 'book', 'policy', 'does']",16.0
2058998,608958,True,Sat Oct 07 07:29:40 +0000 2017,"#airbnb @115783 @AirbnbHelp you are a disgrace! poor customer service, disgusting business ethics. Do not use!! Bunchofbankers","2058997,2058999",,2058997,AirbnbHelp,"#airbnb you are a disgrace! poor customer service, disgusting business ethics. do not use! bunchofbankers",2,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,feel / good / terrible,"['feel', 'good', 'terrible', 'bad', 'previous', 'disappointed']",9.0
2052407,606973,True,Thu Oct 05 23:18:42 +0000 2017,Hey @115783. How do I deal with a refund if the original C/C it was booked on has been cancelled?,2052406,,2052406,AirbnbHelp,hey . how do i deal with a refund if the original c/c it was booked on has been cancelled?,0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2029004,292946,True,Sun Nov 05 23:18:33 +0000 2017,hey @115783 can I just get my $124.38 for a room I booked that was full of cockroaches and I could not even get in to the bedroom of! 2weeks,2029003,,2029003,AirbnbHelp,hey can i just get my $124.38 for a room i booked that was full of cockroaches and i could not even get in to the bedroom of! 2weeks,4,booked / listing / price,"['booked', 'listing', 'price', 'use', 'want', 'customer service']",26.0,place / pay / apartment,"['place', 'pay', 'apartment', 'fee', 'booked', 'need']",7.0
2842228,790793,True,Mon Nov 27 16:03:14 +0000 2017,"@AirbnbHelp Hi, my account was deactivated, I don't care about that. But I had redeemed $200 worth of gift cards, please refund these to me. No one is replying from your side.",2842227,,2842227,AirbnbHelp,"hi, my account was deactivated, i don't care about that. but i had redeemed $200 worth of gift cards, please refund these to me. no one is replying from your side.",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2339256,676652,True,Sun Nov 12 10:54:16 +0000 2017,"969euros erroneously taken from my account by @115783. No explanation, no resolution. Why?",2339254,,2339254,AirbnbHelp,"969euros erroneously taken from my account by . no explanation, no resolution. why?",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2781507,776813,True,Tue Nov 21 16:51:15 +0000 2017,Hey @310006 @115783 will not let me book anything using your phone service. Are you aware of this?,"2781505,2781516",,2781505,AirbnbHelp,hey will not let me book anything using your phone service. are you aware of this?,0,,,,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
1797321,189900,True,Fri Oct 13 20:53:18 +0000 2017,"@115783 @AirbnbHelp @132569 Been waiting weeks for refund after massive issues w ABNB. Manager refuses to respond emails, tweets texts etc.",1797319,,1797319,AirbnbHelp,"been waiting weeks for refund after massive issues w abnb. manager refuses to respond emails, tweets texts etc.",0,host / refund / reservation,"['host', 'refund', 'reservation', 'account', 'problem', 'contact']",32.0,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
2045788,267052,True,Wed Oct 04 23:04:43 +0000 2017,@115783 I love you but why would you show me this listing on the search? There’s a bunch. It’s confusing. @3301 https://t.co/vHPQhgFx28,2045787,,2045787,AirbnbHelp,i love you but why would you show me this listing on the search? theres a bunch. its confusing.,5,,,,listing / list / request,"['listing', 'list', 'request', 'hosts', 'assist', 'theres']",6.0
1131700,386691,True,Tue Oct 24 11:44:15 +0000 2017,Really not liking @115783's ever-increasing pressure on hosts to turn on Instant Book. Takes the personal even more out of the transaction. https://t.co/1d5PFqyU4c,1131699,,1131699,AirbnbHelp,really not liking 's ever-increasing pressure on hosts to turn on instant book. takes the personal even more out of the transaction.,0,,,,host / refund / service,"['host', 'refund', 'service', 'customer', 'problem', 'account']",32.0
